Id,Sales
0,7022.467991658957
1,7022.467991658957
2,7022.467991658957
3,7022.467991658957
4,7022.467991658957
5,7022.467991658957
6,7022.467991658957
7,7022.467991658957
8,7022.467991658957
9,7022.467991658957
10,7022.467991658957
11,7022.467991658957
12,7022.467991658957
13,7022.467991658957
14,7022.467991658957
15,7022.467991658957
16,7022.467991658957
17,7022.467991658957
18,7022.467991658957
19,7022.467991658957
20,7022.467991658957
21,7022.467991658957
22,7022.467991658957
23,7022.467991658957
24,7022.467991658957
25,7022.467991658957
26,7022.467991658957
27,7022.467991658957
28,7022.467991658957
29,7022.467991658957
30,7022.467991658957
31,7022.467991658957
32,7022.467991658957
33,7022.467991658957
34,7022.467991658957
35,7022.467991658957
36,7022.467991658957
37,7022.467991658957
38,7022.467991658957
39,7022.467991658957
40,7022.467991658957
41,7022.467991658957
42,7022.467991658957
43,7022.467991658957
44,7022.467991658957
45,7022.467991658957
46,7022.467991658957
47,7022.467991658957
48,7022.467991658957
49,7022.467991658957
50,7022.467991658957
51,7022.467991658957
52,7022.467991658957
53,7022.467991658957
54,7022.467991658957
55,7022.467991658957
56,7022.467991658957
57,7022.467991658957
58,7022.467991658957
59,7022.467991658957
60,7022.467991658957
61,7022.467991658957
62,7022.467991658957
63,7022.467991658957
64,7022.467991658957
65,7022.467991658957
66,7022.467991658957
67,7022.467991658957
68,7022.467991658957
69,7022.467991658957
70,7022.467991658957
71,7022.467991658957
72,7022.467991658957
73,7022.467991658957
74,7022.467991658957
75,7022.467991658957
76,7022.467991658957
77,7022.467991658957
78,7022.467991658957
79,7022.467991658957
80,7022.467991658957
81,7022.467991658957
82,7022.467991658957
83,7022.467991658957
84,7022.467991658957
85,7022.467991658957
86,7022.467991658957
87,7022.467991658957
88,7022.467991658957
89,7022.467991658957
90,7022.467991658957
91,7022.467991658957
92,7022.467991658957
93,7022.467991658957
94,7022.467991658957
95,7022.467991658957
96,7022.467991658957
97,7022.467991658957
98,7022.467991658957
99,7022.467991658957
100,7022.467991658957
101,7022.467991658957
102,7022.467991658957
103,7022.467991658957
104,7022.467991658957
105,7022.467991658957
106,7022.467991658957
107,7022.467991658957
108,7022.467991658957
109,7022.467991658957
110,7022.467991658957
111,7022.467991658957
112,7022.467991658957
113,7022.467991658957
114,7022.467991658957
115,7022.467991658957
116,7022.467991658957
117,7022.467991658957
118,7022.467991658957
119,7022.467991658957
120,7022.467991658957
121,7022.467991658957
122,7022.467991658957
123,7022.467991658957
124,7022.467991658957
125,7022.467991658957
126,7022.467991658957
127,7022.467991658957
128,7022.467991658957
129,7022.467991658957
130,7022.467991658957
131,7022.467991658957
132,7022.467991658957
133,7022.467991658957
134,7022.467991658957
135,7022.467991658957
136,7022.467991658957
137,7022.467991658957
138,7022.467991658957
139,7022.467991658957
140,7022.467991658957
141,7022.467991658957
142,7022.467991658957
143,7022.467991658957
144,7022.467991658957
145,7022.467991658957
146,7022.467991658957
147,7022.467991658957
148,7022.467991658957
149,7022.467991658957
150,7022.467991658957
151,7022.467991658957
152,7022.467991658957
153,7022.467991658957
154,7022.467991658957
155,7022.467991658957
156,7022.467991658957
157,7022.467991658957
158,7022.467991658957
159,7022.467991658957
160,7022.467991658957
161,7022.467991658957
162,7022.467991658957
163,7022.467991658957
164,7022.467991658957
165,7022.467991658957
166,7022.467991658957
167,7022.467991658957
168,7022.467991658957
169,7022.467991658957
170,7022.467991658957
171,7022.467991658957
172,7022.467991658957
173,7022.467991658957
174,7022.467991658957
175,7022.467991658957
176,7022.467991658957
177,7022.467991658957
178,7022.467991658957
179,7022.467991658957
180,7022.467991658957
181,7022.467991658957
182,7022.467991658957
183,7022.467991658957
184,7022.467991658957
185,7022.467991658957
186,7022.467991658957
187,7022.467991658957
188,7022.467991658957
189,7022.467991658957
190,7022.467991658957
191,7022.467991658957
192,7022.467991658957
193,7022.467991658957
194,7022.467991658957
195,7022.467991658957
196,7022.467991658957
197,7022.467991658957
198,7022.467991658957
199,7022.467991658957
200,7022.467991658957
201,7022.467991658957
202,7022.467991658957
203,7022.467991658957
204,7022.467991658957
205,7022.467991658957
206,7022.467991658957
207,7022.467991658957
208,7022.467991658957
209,7022.467991658957
210,7022.467991658957
211,7022.467991658957
212,7022.467991658957
213,7022.467991658957
214,7022.467991658957
215,7022.467991658957
216,7022.467991658957
217,7022.467991658957
218,7022.467991658957
219,7022.467991658957
220,7022.467991658957
221,7022.467991658957
222,7022.467991658957
223,7022.467991658957
224,7022.467991658957
225,7022.467991658957
226,7022.467991658957
227,7022.467991658957
228,7022.467991658957
229,7022.467991658957
230,7022.467991658957
231,7022.467991658957
232,7022.467991658957
233,7022.467991658957
234,7022.467991658957
235,7022.467991658957
236,7022.467991658957
237,7022.467991658957
238,7022.467991658957
239,7022.467991658957
240,7022.467991658957
241,7022.467991658957
242,7022.467991658957
243,7022.467991658957
244,7022.467991658957
245,7022.467991658957
246,7022.467991658957
247,7022.467991658957
248,7022.467991658957
249,7022.467991658957
250,7022.467991658957
251,7022.467991658957
252,7022.467991658957
253,7022.467991658957
254,7022.467991658957
255,7022.467991658957
256,7022.467991658957
257,7022.467991658957
258,7022.467991658957
259,7022.467991658957
260,7022.467991658957
261,7022.467991658957
262,7022.467991658957
263,7022.467991658957
264,7022.467991658957
265,7022.467991658957
266,7022.467991658957
267,7022.467991658957
268,7022.467991658957
269,7022.467991658957
270,7022.467991658957
271,7022.467991658957
272,7022.467991658957
273,7022.467991658957
274,7022.467991658957
275,7022.467991658957
276,7022.467991658957
277,7022.467991658957
278,7022.467991658957
279,7022.467991658957
280,7022.467991658957
281,7022.467991658957
282,7022.467991658957
283,7022.467991658957
284,7022.467991658957
285,7022.467991658957
286,7022.467991658957
287,7022.467991658957
288,7022.467991658957
289,7022.467991658957
290,7022.467991658957
291,7022.467991658957
292,7022.467991658957
293,7022.467991658957
294,7022.467991658957
295,7022.467991658957
296,7022.467991658957
297,7022.467991658957
298,7022.467991658957
299,7022.467991658957
